"","Artistic","Conventional","Enterprising","Investigative","Realistic","Social","income","X5","title"
"610","6","72","100","11","33","50","$24.93 hourly, $51,840 annual","https://www.onetonline.org/link/details/11-9081.00","11-9081.00 - Lodging Managers"
"611","0","67","22","6","95","33","$10.49 hourly, $21,820 annual","https://www.onetonline.org/link/details/37-2012.00","37-2012.00 - Maids and Housekeeping Cleaners"
"612","6","72","83","0","56","39","$9.69 hourly, $20,160 annual","https://www.onetonline.org/link/details/39-3091.00","39-3091.00 - Amusement and Recreation Attendants"
"613","17","45","28","45","100","45","$13.31 hourly, $27,690 annual","https://www.onetonline.org/link/details/39-2011.00","39-2011.00 - Animal Trainers"
"614","11","22","61","0","89","33","$47,710 annual","https://www.onetonline.org/link/details/27-2021.00","27-2021.00 - Athletes and Sports Competitors"
"615","6","95","72","0","56","33","$10.87 hourly, $22,600 annual","https://www.onetonline.org/link/details/39-3012.00","39-3012.00 - Gaming and Sports Book Writers and Runners"
"616","0","100","61","6","50","28","$12.49 hourly, $25,990 annual","https://www.onetonline.org/link/details/43-3041.00","43-3041.00 - Gaming Cage Workers"
"617","0","95","61","0","39","17","$11.44 hourly, $23,780 annual","https://www.onetonline.org/link/details/41-2012.00","41-2012.00 - Gaming Change Persons and Booth Cashiers"
"618","0","100","72","17","67","22","$9.27 hourly, $19,290 annual","https://www.onetonline.org/link/details/39-3011.00","39-3011.00 - Gaming Dealers"
"619","11","67","100","17","39","33","$33.26 hourly, $69,180 annual","https://www.onetonline.org/link/details/11-9071.00","11-9071.00 - Gaming Managers"
"620","6","67","100","6","39","45","$24.29 hourly, $50,520 annual","https://www.onetonline.org/link/details/39-1011.00","39-1011.00 - Gaming Supervisors"
"621","6","67","11","33","95","0","$10.62 hourly, $22,100 annual","https://www.onetonline.org/link/details/39-3021.00","39-3021.00 - Motion Picture Projectionists"
"622","56","22","78","0","45","89","$11.48 hourly, $23,870 annual","https://www.onetonline.org/link/details/39-9032.00","39-9032.00 - Recreation Workers"
"623","0","89","61","11","89","28","$17.35 hourly, $36,080 annual","https://www.onetonline.org/link/details/39-1012.00","39-1012.00 - Slot Supervisors"
"624","6","56","83","11","83","33","$25,660 annual","https://www.onetonline.org/link/details/27-2023.00","27-2023.00 - Umpires, Referees, and Other Sports Officials"
"625","6","67","61","0","56","67","$9.58 hourly, $19,920 annual","https://www.onetonline.org/link/details/39-3031.00","39-3031.00 - Ushers, Lobby Attendants, and Ticket Takers"
"626","22","50","33","6","95","0","$12.06 hourly, $25,090 annual","https://www.onetonline.org/link/details/51-3011.00","51-3011.00 - Bakers"
"627","39","61","61","0","61","45","$9.60 hourly, $19,970 annual","https://www.onetonline.org/link/details/35-3022.01","35-3022.01 - Baristas"
"628","17","78","78","6","56","45","$10.00 hourly, $20,800 annual","https://www.onetonline.org/link/details/35-3011.00","35-3011.00 - Bartenders"
"629","61","28","100","6","78","39","$20.76 hourly, $43,180 annual","https://www.onetonline.org/link/details/35-1011.00","35-1011.00 - Chefs and Head Cooks"
"630","6","95","50","0","78","39","$9.35 hourly, $19,440 annual","https://www.onetonline.org/link/details/35-3021.00","35-3021.00 - Combined Food Preparation and Serving Workers, Including Fast Food"
"631","0","78","33","11","95","28","$9.55 hourly, $19,860 annual","https://www.onetonline.org/link/details/35-2011.00","35-2011.00 - Cooks, Fast Food"
"632","28","78","45","0","83","45","$11.90 hourly, $24,750 annual","https://www.onetonline.org/link/details/35-2012.00","35-2012.00 - Cooks, Institution and Cafeteria"
"633","89","50","45","17","61","28","$15.42 hourly, $32,060 annual","https://www.onetonline.org/link/details/35-2013.00","35-2013.00 - Cooks, Private Household"
"634","39","39","50","6","95","22","$11.61 hourly, $24,140 annual","https://www.onetonline.org/link/details/35-2014.00","35-2014.00 - Cooks, Restaurant"
"635","17","78","33","0","95","28","$10.52 hourly, $21,890 annual","https://www.onetonline.org/link/details/35-2015.00","35-2015.00 - Cooks, Short Order"
"636","6","17","45","0","78","72","$9.60 hourly, $19,970 annual","https://www.onetonline.org/link/details/35-3022.00","35-3022.00 - Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
"637","0","61","28","6","100","45","$9.71 hourly, $20,200 annual","https://www.onetonline.org/link/details/35-9011.00","35-9011.00 - Dining Room and Cafeteria Attendants and Bartender Helpers"
"638","0","50","22","6","100","6","$10.00 hourly, $20,800 annual","https://www.onetonline.org/link/details/35-9021.00","35-9021.00 - Dishwashers"
"639","11","83","100","6","56","45","$15.13 hourly, $31,480 annual","https://www.onetonline.org/link/details/35-1012.00","35-1012.00 - First-Line Supervisors of Food Preparation and Serving Workers"
"640","6","83","28","11","95","28","$10.31 hourly, $21,440 annual","https://www.onetonline.org/link/details/35-2021.00","35-2021.00 - Food Preparation Workers"
"641","6","28","50","0","56","89","$10.21 hourly, $21,240 annual","https://www.onetonline.org/link/details/35-3041.00","35-3041.00 - Food Servers, Nonrestaurant"
"642","11","72","100","11","56","56","$24.43 hourly, $50,820 annual","https://www.onetonline.org/link/details/11-9051.00","11-9051.00 - Food Service Managers"
"643","6","33","83","0","33","56","$9.60 hourly, $19,980 annual","https://www.onetonline.org/link/details/35-9031.00","35-9031.00 - Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
"644","22","67","72","0","56","78","$9.61 hourly, $19,990 annual","https://www.onetonline.org/link/details/35-3031.00","35-3031.00 - Waiters and Waitresses"
"645","11","89","78","6","11","50","$16.94 hourly, $35,230 annual","https://www.onetonline.org/link/details/43-4181.00","43-4181.00 - Reservation and Transportation Ticket Agents and Travel Clerks"
"646","28","6","61","6","22","95","$11.98 hourly, $24,920 annual","https://www.onetonline.org/link/details/39-7011.00","39-7011.00 - Tour Guides and Escorts"
"647","28","78","100","6","22","45","$17.53 hourly, $36,460 annual","https://www.onetonline.org/link/details/41-3041.00","41-3041.00 - Travel Agents"
"648","28","78","89","17","33","50","$15.44 hourly, $32,100 annual","https://www.onetonline.org/link/details/39-7012.00","39-7012.00 - Travel Guides"
"649","17","72","72","22","0","72","$21.34 hourly, $44,380 annual","https://www.onetonline.org/link/details/13-2071.00","13-2071.00 - Credit Counselors"
"650","11","56","89","17","0","72","$21.34 hourly, $44,380 annual","https://www.onetonline.org/link/details/13-2071.01","13-2071.01 - Loan Counselors"
"651","67","11","28","95","11","83","$35.23 hourly, $73,270 annual","https://www.onetonline.org/link/details/19-3031.02","19-3031.02 - Clinical Psychologists"
"652","45","45","11","100","6","83","$35.23 hourly, $73,270 annual","https://www.onetonline.org/link/details/19-3031.01","19-3031.01 - School Psychologists"
"653","67","11","28","95","11","83","$35.23 hourly, $73,270 annual","https://www.onetonline.org/link/details/19-3031.02","19-3031.02 - Clinical Psychologists"
"654","56","22","28","83","6","89","$35.23 hourly, $73,270 annual","https://www.onetonline.org/link/details/19-3031.03","19-3031.03 - Counseling Psychologists"
"655","56","22","28","83","6","89","$35.23 hourly, $73,270 annual","https://www.onetonline.org/link/details/19-3031.03","19-3031.03 - Counseling Psychologists"
"656","50","28","72","89","0","50","$39.79 hourly, $82,760 annual","https://www.onetonline.org/link/details/19-3032.00","19-3032.00 - Industrial-Organizational Psychologists"
"657","56","22","28","50","0","100","$23.64 hourly, $49,170 annual","https://www.onetonline.org/link/details/21-1013.00","21-1013.00 - Marriage and Family Therapists"
"658","56","33","28","61","0","100","$20.53 hourly, $42,700 annual","https://www.onetonline.org/link/details/21-1023.00","21-1023.00 - Mental Health and Substance Abuse Social Workers"
"659","50","22","22","61","6","100","$20.59 hourly, $42,840 annual","https://www.onetonline.org/link/details/21-1014.00","21-1014.00 - Mental Health Counselors"
"660","56","17","0","100","28","67","$46.02 hourly, $95,710 annual","https://www.onetonline.org/link/details/19-3039.01","19-3039.01 - Neuropsychologists and Clinical Neuropsychologists"
"661","56","17","0","100","28","67","$46.02 hourly, $95,710 annual","https://www.onetonline.org/link/details/19-3039.01","19-3039.01 - Neuropsychologists and Clinical Neuropsychologists"
"662","45","39","39","50","0","100","$16.67 hourly, $34,670 annual","https://www.onetonline.org/link/details/21-1015.00","21-1015.00 - Rehabilitation Counselors"
"663","45","45","11","100","6","83","$35.23 hourly, $73,270 annual","https://www.onetonline.org/link/details/19-3031.01","19-3031.01 - School Psychologists"
"664","56","17","33","50","6","100","$19.75 hourly, $41,070 annual","https://www.onetonline.org/link/details/21-1011.00","21-1011.00 - Substance Abuse and Behavioral Disorder Counselors"
"665","67","39","33","11","28","100","$10.18 hourly, $21,170 annual","https://www.onetonline.org/link/details/39-9011.00","39-9011.00 - Childcare Workers"
"666","50","50","50","6","28","100","$10.18 hourly, $21,170 annual","https://www.onetonline.org/link/details/39-9011.01","39-9011.01 - Nannies"
"667","45","33","56","39","0","100","$20.79 hourly, $43,250 annual","https://www.onetonline.org/link/details/21-1021.00","21-1021.00 - Child, Family, and School Social Workers"
"668","61","28","61","17","0","100","$21.99 hourly, $45,740 annual","https://www.onetonline.org/link/details/21-2011.00","21-2011.00 - Clergy"
"669","28","33","39","39","17","100","$17.95 hourly, $37,330 annual","https://www.onetonline.org/link/details/21-1094.00","21-1094.00 - Community Health Workers"
"670","28","50","100","0","6","83","$18.56 hourly, $38,610 annual","https://www.onetonline.org/link/details/21-2021.00","21-2021.00 - Directors, Religious Activities and Education"
"671","39","28","56","39","11","100","$25.51 hourly, $53,070 annual","https://www.onetonline.org/link/details/21-1091.00","21-1091.00 - Health Educators"
"672","39","33","39","50","0","100","$25.85 hourly, $53,760 annual","https://www.onetonline.org/link/details/21-1022.00","21-1022.00 - Healthcare Social Workers"
"673","28","39","95","6","0","83","$31.10 hourly, $64,680 annual","https://www.onetonline.org/link/details/11-9151.00","11-9151.00 - Social and Community Service Managers"
"674","11","89","56","17","11","83","$15.29 hourly, $31,810 annual","https://www.onetonline.org/link/details/21-1093.00","21-1093.00 - Social and Human Service Assistants"
"675","22","56","56","11","83","39","$12.38 hourly, $25,760 annual","https://www.onetonline.org/link/details/39-5011.00","39-5011.00 - Barbers"
"676","6","61","39","50","95","33","$19.30 hourly, $40,150 annual","https://www.onetonline.org/link/details/39-4011.00","39-4011.00 - Embalmers"
"677","22","67","100","0","22","61","$17.65 hourly, $36,700 annual","https://www.onetonline.org/link/details/39-1021.00","39-1021.00 - First-Line Supervisors of Personal Service Workers"
"678","33","6","56","11","72","100","$18.34 hourly, $38,160 annual","https://www.onetonline.org/link/details/39-9031.00","39-9031.00 - Fitness Trainers and Aerobics Instructors"
"679","17","28","56","0","56","89","$11.94 hourly, $24,830 annual","https://www.onetonline.org/link/details/39-4021.00","39-4021.00 - Funeral Attendants"
"680","17","61","100","17","6","56","$35.50 hourly, $73,830 annual","https://www.onetonline.org/link/details/11-9061.00","11-9061.00 - Funeral Service Managers"
"681","89","39","72","6","56","61","$11.66 hourly, $24,260 annual","https://www.onetonline.org/link/details/39-5012.00","39-5012.00 - Hairdressers, Hairstylists, and Cosmetologists"
"682","0","39","22","6","89","6","$10.34 hourly, $21,510 annual","https://www.onetonline.org/link/details/51-6011.00","51-6011.00 - Laundry and Dry-Cleaning Workers"
"683","6","39","56","0","22","89","$10.44 hourly, $21,720 annual","https://www.onetonline.org/link/details/39-3093.00","39-3093.00 - Locker Room, Coatroom, and Dressing Room Attendants"
"684","22","56","67","0","78","56","$10.65 hourly, $22,150 annual","https://www.onetonline.org/link/details/39-5092.00","39-5092.00 - Manicurists and Pedicurists"
"685","11","33","22","45","78","89","$19.17 hourly, $39,860 annual","https://www.onetonline.org/link/details/31-9011.00","31-9011.00 - Massage Therapists"
"686","11","56","100","0","33","72","$24.08 hourly, $50,090 annual","https://www.onetonline.org/link/details/39-4031.00","39-4031.00 - Morticians, Undertakers, and Funeral Directors"
"687","6","56","22","11","72","100","$10.54 hourly, $21,920 annual","https://www.onetonline.org/link/details/39-9021.00","39-9021.00 - Personal Care Aides"
"688","22","72","17","28","100","6","$10.24 hourly, $21,300 annual","https://www.onetonline.org/link/details/51-6021.00","51-6021.00 - Pressers, Textile, Garment, and Related Materials"
"689","28","61","72","6","22","95","$12.29 hourly, $25,570 annual","https://www.onetonline.org/link/details/39-9041.00","39-9041.00 - Residential Advisors"
"690","0","50","50","0","78","45","$9.47 hourly, $19,700 annual","https://www.onetonline.org/link/details/39-5093.00","39-5093.00 - Shampooers"
"691","39","17","95","0","61","61","$14.55 hourly, $30,270 annual","https://www.onetonline.org/link/details/39-5094.00","39-5094.00 - Skincare Specialists"
"692","17","67","100","0","39","56","$17.65 hourly, $36,700 annual","https://www.onetonline.org/link/details/39-1021.01","39-1021.01 - Spa Managers"
"693","50","22","45","0","95","17","$13.58 hourly, $28,240 annual","https://www.onetonline.org/link/details/51-6052.00","51-6052.00 - Tailors, Dressmakers, and Custom Sewers"
"694","22","50","72","78","11","11","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.08","15-1199.08 - Business Intelligence Analysts"
"695","17","83","11","89","56","0","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.01","15-1199.01 - Software Quality Assurance Engineers and Testers"
"696","28","56","11","89","78","0","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.02","15-1199.02 - Computer Systems Engineers/Architects"
"697","17","89","61","56","50","0","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.03","15-1199.03 - Web Administrators"
"698","22","67","17","100","72","0","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.04","15-1199.04 - Geospatial Information Scientists and Technologists"
"699","11","56","17","78","67","6","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.05","15-1199.05 - Geographic Information Systems Technicians"
"700","28","50","45","72","28","11","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.06","15-1199.06 - Database Architects"
"701","17","61","33","78","11","11","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.07","15-1199.07 - Data Warehousing Specialists"
"702","22","50","72","78","11","11","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.08","15-1199.08 - Business Intelligence Analysts"
"703","17","39","95","33","11","17","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.09","15-1199.09 - Information Technology Project Managers"
"704","28","45","72","56","6","11","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.10","15-1199.10 - Search Marketing Strategists"
"705","83","39","61","33","17","11","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.11","15-1199.11 - Video Game Designers"
"706","17","100","28","33","17","22","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.12","15-1199.12 - Document Management Specialists"
"707","28","56","11","89","78","0","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.02","15-1199.02 - Computer Systems Engineers/Architects"
"708","11","72","28","72","78","56","$23.74 hourly, $49,390 annual","https://www.onetonline.org/link/details/15-1151.00","15-1151.00 - Computer User Support Specialists"
"709","17","61","33","78","11","11","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.07","15-1199.07 - Data Warehousing Specialists"
"710","28","50","45","72","28","11","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.06","15-1199.06 - Database Architects"
"711","17","100","28","33","17","22","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.12","15-1199.12 - Document Management Specialists"
"712","11","56","17","78","67","6","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.05","15-1199.05 - Geographic Information Systems Technicians"
"713","22","67","17","100","72","0","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.04","15-1199.04 - Geospatial Information Scientists and Technologists"
"714","17","39","95","33","11","17","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.09","15-1199.09 - Information Technology Project Managers"
"715","28","45","72","56","6","11","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.10","15-1199.10 - Search Marketing Strategists"
"716","17","83","11","89","56","0","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.01","15-1199.01 - Software Quality Assurance Engineers and Testers"
"717","83","39","61","33","17","11","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.11","15-1199.11 - Video Game Designers"
"718","17","89","61","56","50","0","$41.59 hourly, $86,510 annual","https://www.onetonline.org/link/details/15-1199.03","15-1199.03 - Web Administrators"
"719","22","83","72","83","50","17","$48.66 hourly, $101,210 annual","https://www.onetonline.org/link/details/15-1143.00","15-1143.00 - Computer Network Architects"
"720","6","45","50","28","83","6","$30.13 hourly, $62,670 annual","https://www.onetonline.org/link/details/15-1152.00","15-1152.00 - Computer Network Support Specialists"
"721","22","100","45","72","39","22","$40.84 hourly, $84,950 annual","https://www.onetonline.org/link/details/15-1141.00","15-1141.00 - Database Administrators"
"722","11","89","22","72","61","22","$44.52 hourly, $92,600 annual","https://www.onetonline.org/link/details/15-1122.00","15-1122.00 - Information Security Analysts"
"723","11","61","50","83","78","17","$38.32 hourly, $79,700 annual","https://www.onetonline.org/link/details/15-1142.00","15-1142.00 - Network and Computer Systems Administrators"
"724","6","45","72","33","83","6","$48.66 hourly, $101,210 annual","https://www.onetonline.org/link/details/15-1143.01","15-1143.01 - Telecommunications Engineering Specialists"
"725","33","78","17","100","39","17","$38.39 hourly, $79,840 annual","https://www.onetonline.org/link/details/15-1131.00","15-1131.00 - Computer Programmers"
"726","11","89","39","89","56","17","$41.93 hourly, $87,220 annual","https://www.onetonline.org/link/details/15-1121.00","15-1121.00 - Computer Systems Analysts"
"727","17","39","28","67","33","72","$41.93 hourly, $87,220 annual","https://www.onetonline.org/link/details/15-1121.01","15-1121.01 - Informatics Nurse Specialists"
"728","22","61","28","95","67","0","$48.12 hourly, $100,080 annual","https://www.onetonline.org/link/details/15-1132.00","15-1132.00 - Software Developers, Applications"
"729","28","78","11","100","50","22","$51.38 hourly, $106,860 annual","https://www.onetonline.org/link/details/15-1133.00","15-1133.00 - Software Developers, Systems Software"
"730","50","72","39","67","56","0","$31.79 hourly, $66,130 annual","https://www.onetonline.org/link/details/15-1134.00","15-1134.00 - Web Developers"
"731","0","61","67","17","95","28","$20.59 hourly, $42,820 annual","https://www.onetonline.org/link/details/33-3012.00","33-3012.00 - Correctional Officers and Jailers"
"732","0","67","100","17","61","50","$29.12 hourly, $60,560 annual","https://www.onetonline.org/link/details/33-1011.00","33-1011.00 - First-Line Supervisors of Correctional Officers"
"733","22","61","67","22","6","95","$24.12 hourly, $50,160 annual","https://www.onetonline.org/link/details/21-1092.00","21-1092.00 - Probation Officers and Correctional Treatment Specialists"
"734","6","28","50","61","56","89","$15.71 hourly, $32,670 annual","https://www.onetonline.org/link/details/29-2041.00","29-2041.00 - Emergency Medical Technicians and Paramedics"
"735","6","89","45","39","83","45","$28.10 hourly, $58,440 annual","https://www.onetonline.org/link/details/33-2021.01","33-2021.01 - Fire Inspectors"
"736","6","89","45","39","83","45","$28.10 hourly, $58,440 annual","https://www.onetonline.org/link/details/33-2021.01","33-2021.01 - Fire Inspectors"
"737","6","61","45","83","83","39","$28.10 hourly, $58,440 annual","https://www.onetonline.org/link/details/33-2021.02","33-2021.02 - Fire Investigators"
"738","6","61","45","83","83","39","$28.10 hourly, $58,440 annual","https://www.onetonline.org/link/details/33-2021.02","33-2021.02 - Fire Investigators"
"739","6","6","45","22","100","72","$23.09 hourly, $48,030 annual","https://www.onetonline.org/link/details/33-2011.01","33-2011.01 - Municipal Firefighters"
"740","0","33","33","45","100","56","$23.09 hourly, $48,030 annual","https://www.onetonline.org/link/details/33-2011.02","33-2011.02 - Forest Firefighters"
"741","6","33","100","28","78","72","$35.84 hourly, $74,540 annual","https://www.onetonline.org/link/details/33-1021.01","33-1021.01 - Municipal Fire Fighting and Prevention Supervisors"
"742","0","50","100","33","78","28","$35.84 hourly, $74,540 annual","https://www.onetonline.org/link/details/33-1021.02","33-1021.02 - Forest Fire Fighting and Prevention Supervisors"
"743","0","50","100","33","78","28","$35.84 hourly, $74,540 annual","https://www.onetonline.org/link/details/33-1021.02","33-1021.02 - Forest Fire Fighting and Prevention Supervisors"
"744","0","78","61","33","89","22","$17.42 hourly, $36,230 annual","https://www.onetonline.org/link/details/33-2022.00","33-2022.00 - Forest Fire Inspectors and Prevention Specialists"
"745","0","33","33","45","100","56","$23.09 hourly, $48,030 annual","https://www.onetonline.org/link/details/33-2011.02","33-2011.02 - Forest Firefighters"
"746","6","33","100","28","78","72","$35.84 hourly, $74,540 annual","https://www.onetonline.org/link/details/33-1021.01","33-1021.01 - Municipal Fire Fighting and Prevention Supervisors"
"747","6","6","45","22","100","72","$23.09 hourly, $48,030 annual","https://www.onetonline.org/link/details/33-2011.01","33-2011.01 - Municipal Firefighters"
"748","0","95","50","28","61","39","$18.69 hourly, $38,870 annual","https://www.onetonline.org/link/details/43-5031.00","43-5031.00 - Police, Fire, and Ambulance Dispatchers"
"749","6","50","17","39","95","50","$16.61 hourly, $34,550 annual","https://www.onetonline.org/link/details/33-9011.00","33-9011.00 - Animal Control Workers"
"750","6","45","95","72","45","28","$37.56 hourly, $78,120 annual","https://www.onetonline.org/link/details/33-3021.03","33-3021.03 - Criminal Investigators and Special Agents"
"751","6","45","78","78","45","39","$37.56 hourly, $78,120 annual","https://www.onetonline.org/link/details/33-3021.01","33-3021.01 - Police Detectives"
"752","6","89","33","50","78","17","$37.56 hourly, $78,120 annual","https://www.onetonline.org/link/details/33-3021.02","33-3021.02 - Police Identification and Records Officers"
"753","6","45","95","72","45","28","$37.56 hourly, $78,120 annual","https://www.onetonline.org/link/details/33-3021.03","33-3021.03 - Criminal Investigators and Special Agents"
"754","0","89","72","17","61","22","$37.56 hourly, $78,120 annual","https://www.onetonline.org/link/details/33-3021.05","33-3021.05 - Immigration and Customs Inspectors"
"755","22","61","61","89","33","22","$37.56 hourly, $78,120 annual","https://www.onetonline.org/link/details/33-3021.06","33-3021.06 - Intelligence Analysts"
"756","6","56","100","22","45","61","$40.79 hourly, $84,840 annual","https://www.onetonline.org/link/details/33-1012.00","33-1012.00 - First-Line Supervisors of Police and Detectives"
"757","11","33","17","67","100","45","$24.87 hourly, $51,730 annual","https://www.onetonline.org/link/details/33-3031.00","33-3031.00 - Fish and Game Wardens"
"758","22","67","6","95","72","6","$27.29 hourly, $56,750 annual","https://www.onetonline.org/link/details/19-4092.00","19-4092.00 - Forensic Science Technicians"
"759","0","89","72","17","61","22","$37.56 hourly, $78,120 annual","https://www.onetonline.org/link/details/33-3021.05","33-3021.05 - Immigration and Customs Inspectors"
"760","22","61","61","89","33","22","$37.56 hourly, $78,120 annual","https://www.onetonline.org/link/details/33-3021.06","33-3021.06 - Intelligence Analysts"
"761","0","67","39","6","100","28","$18.25 hourly, $37,950 annual","https://www.onetonline.org/link/details/33-3041.00","33-3041.00 - Parking Enforcement Workers"
"762","0","56","72","17","78","50","$28.69 hourly, $59,680 annual","https://www.onetonline.org/link/details/33-3051.01","33-3051.01 - Police Patrol Officers"
"763","6","33","95","17","83","72","$28.69 hourly, $59,680 annual","https://www.onetonline.org/link/details/33-3051.03","33-3051.03 - Sheriffs and Deputy Sheriffs"
"764","6","45","78","78","45","39","$37.56 hourly, $78,120 annual","https://www.onetonline.org/link/details/33-3021.01","33-3021.01 - Police Detectives"
"765","6","89","33","50","78","17","$37.56 hourly, $78,120 annual","https://www.onetonline.org/link/details/33-3021.02","33-3021.02 - Police Identification and Records Officers"
"766","0","56","72","17","78","50","$28.69 hourly, $59,680 annual","https://www.onetonline.org/link/details/33-3051.01","33-3051.01 - Police Patrol Officers"
"767","6","67","95","33","45","39","$23.17 hourly, $48,190 annual","https://www.onetonline.org/link/details/33-9021.00","33-9021.00 - Private Detectives and Investigators"
"768","6","33","95","17","83","72","$28.69 hourly, $59,680 annual","https://www.onetonline.org/link/details/33-3051.03","33-3051.03 - Sheriffs and Deputy Sheriffs"
"769","0","56","61","28","95","17","$32.03 hourly, $66,610 annual","https://www.onetonline.org/link/details/33-3052.00","33-3052.00 - Transit and Railroad Police"
"770","33","39","95","67","0","50","$44.28 hourly, $92,110 annual","https://www.onetonline.org/link/details/23-1021.00","23-1021.00 - Administrative Law Judges, Adjudicators, and Hearing Officers"
"771","39","50","89","28","0","95","$28.74 hourly, $59,770 annual","https://www.onetonline.org/link/details/23-1022.00","23-1022.00 - Arbitrators, Mediators, and Conciliators"
"772","22","89","39","11","6","28","$24.68 hourly, $51,320 annual","https://www.onetonline.org/link/details/23-2091.00","23-2091.00 - Court Reporters"
"773","17","50","100","45","6","78","$60.52 hourly, $125,880 annual","https://www.onetonline.org/link/details/23-1023.00","23-1023.00 - Judges, Magistrate Judges, and Magistrates"
"774","17","78","72","50","0","17","$24.89 hourly, $51,760 annual","https://www.onetonline.org/link/details/23-1012.00","23-1012.00 - Judicial Law Clerks"
"775","50","45","100","61","6","39","$56.81 hourly, $118,160 annual","https://www.onetonline.org/link/details/23-1011.00","23-1011.00 - Lawyers"
"776","0","100","56","17","22","22","$21.24 hourly, $44,180 annual","https://www.onetonline.org/link/details/43-6012.00","43-6012.00 - Legal Secretaries"
"777","11","78","56","67","0","17","$23.80 hourly, $49,500 annual","https://www.onetonline.org/link/details/23-2011.00","23-2011.00 - Paralegals and Legal Assistants"
"778","0","100","67","22","50","17","$22.02 hourly, $45,800 annual","https://www.onetonline.org/link/details/23-2093.00","23-2093.00 - Title Examiners, Abstractors, and Searchers"
"779","0","61","61","11","89","28","$20.52 hourly, $42,670 annual","https://www.onetonline.org/link/details/33-3011.00","33-3011.00 - Bailiffs"
"780","6","17","72","0","50","78","$12.84 hourly, $26,700 annual","https://www.onetonline.org/link/details/33-9091.00","33-9091.00 - Crossing Guards"
"781","6","78","56","17","89","11","$15.69 hourly, $32,630 annual","https://www.onetonline.org/link/details/33-9031.00","33-9031.00 - Gaming Surveillance Officers and Gaming Investigators"
"782","0","28","33","28","89","83","$9.76 hourly, $20,290 annual","https://www.onetonline.org/link/details/33-9092.00","33-9092.00 - Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
"783","11","83","83","39","39","11","$13.81 hourly, $28,720 annual","https://www.onetonline.org/link/details/33-9099.02","33-9099.02 - Retail Loss Prevention Specialists"
"784","11","83","83","39","39","11","$13.81 hourly, $28,720 annual","https://www.onetonline.org/link/details/33-9099.02","33-9099.02 - Retail Loss Prevention Specialists"
"785","6","72","56","22","100","39","$12.39 hourly, $25,770 annual","https://www.onetonline.org/link/details/33-9032.00","33-9032.00 - Security Guards"
"786","17","61","11","61","100","0","$19.74 hourly, $41,060 annual","https://www.onetonline.org/link/details/49-9061.00","49-9061.00 - Camera and Photographic Equipment Repairers"
"787","0","67","33","39","100","0","$15.90 hourly, $33,070 annual","https://www.onetonline.org/link/details/49-9091.00","49-9091.00 - Coin, Vending, and Amusement Machine Servicers and Repairers"
"788","6","67","28","61","100","17","$17.84 hourly, $37,100 annual","https://www.onetonline.org/link/details/49-2011.00","49-2011.00 - Computer, Automated Teller, and Office Machine Repairers"
"789","0","39","6","22","100","0","$19.99 hourly, $41,570 annual","https://www.onetonline.org/link/details/49-2092.00","49-2092.00 - Electric Motor, Power Tool, and Related Repairers"
"790","22","61","28","72","100","0","$27.04 hourly, $56,250 annual","https://www.onetonline.org/link/details/49-2094.00","49-2094.00 - Electrical and Electronics Repairers, Commercial and Industrial Equipment"
"791","6","45","17","33","95","0","$36.38 hourly, $75,670 annual","https://www.onetonline.org/link/details/49-2095.00","49-2095.00 - Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
"792","6","56","33","33","89","17","$17.99 hourly, $37,410 annual","https://www.onetonline.org/link/details/49-2097.00","49-2097.00 - Electronic Home Entertainment Equipment Installers and Repairers"
